60.191.38.78 - - [02/Feb/2018:21:16:50 +0000] "GET / HTTP/1.1" 200 264 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0"
107.170.232.10 - - [02/Feb/2018:23:00:59 +0000] "GET / HTTP/1.1" 200 217 "-" "Mozilla/5.0 zgrab/0.x"
95.213.177.123 - - [03/Feb/2018:00:41:22 +0000] "CONNECT check.proxyradar.com:80 HTTP/1.1" 400 173 "-" "-"
95.213.184.180 - - [03/Feb/2018:00:46:12 +0000] "\x03\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Administr" 400 173 "-" "-"
107.170.237.92 - - [03/Feb/2018:02:08:21 +0000] "GET / HTTP/1.1" 200 217 "-" "Mozilla/5.0 zgrab/0.x"
13.93.107.142 - - [03/Feb/2018:02:39:28 +0000] "CONNECT pl.metin2.gameforge.com:443 HTTP/1.0" 400 173 "-" "-"
94.102.49.4 - - [03/Feb/2018:02:52:50 +0000] "GET / HTTP/1.0" 200 264 "-" "masscan/1.0 (https://github.com/robertdavidgraham/masscan)"
95.213.177.125 - - [03/Feb/2018:05:09:39 +0000] "CONNECT check.proxyradar.com:80 HTTP/1.1" 400 173 "-" "-"
139.162.114.70 - - [03/Feb/2018:05:34:39 +0000] "GET / HTTP/1.1" 200 264 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
71.6.202.198 - - [03/Feb/2018:09:17:48 +0000] "GET /ccvv HTTP/1.1" 404 200 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64)"
164.132.91.1 - - [03/Feb/2018:09:30:01 +0000] "GET / HTTP/1.1" 200 264 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko)"
195.22.127.249 - - [03/Feb/2018:10:33:40 +0000] "GET /.ftpconfig HTTP/1.1" 404 200 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36"
195.22.127.249 - - [03/Feb/2018:10:33:40 +0000] "GET /.remote-sync.json HTTP/1.1" 404 200 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36"
195.22.127.249 - - [03/Feb/2018:10:33:41 +0000] "GET /.vscode/ftp-sync.json HTTP/1.1" 404 200 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36"
195.22.127.249 - - [03/Feb/2018:10:33:41 +0000] "GET /sftp-config.json HTTP/1.1" 404 200 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36"
195.22.127.249 - - [03/Feb/2018:10:33:41 +0000] "GET /deployment-config.json HTTP/1.1" 404 200 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36"
63.246.129.99 - - [03/Feb/2018:14:15:30 +0000] "HEAD /phpmyadmin/scripts/setup.php HTTP/1.1" 404 0 "-" "Mozilla/5.0"
195.54.47.52 - - [03/Feb/2018:14:33:05 +0000] "GET /admindb/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:05 +0000] "GET /admin/phpmyadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:05 +0000] "GET /admin/phpMyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:06 +0000] "GET /admin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:06 +0000] "GET /dbadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:06 +0000] "GET /db/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:06 +0000] "GET /myadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:07 +0000] "GET /MyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:07 +0000] "GET /mysqladmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:07 +0000] "GET /mysql/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:07 +0000] "GET /phpmyadmin2/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:08 +0000] "GET /phpMyAdmin2/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:08 +0000] "GET /phpMyAdmin/scripts/setup0.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:08 +0000] "GET /phpmyadmin/scripts/setup1.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:08 +0000] "GET /phpMyAdmin/scripts/setup1.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:09 +0000] "GET /_phpmyadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:09 +0000] "GET /php-my-admin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:09 +0000] "GET /phpmyadmin_/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:09 +0000] "GET /phpmyadmin/scripts/_setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:10 +0000] "GET /phpmyadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:10 +0000] "GET /phpmyadmin/scripts/Setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:10 +0000] "GET /_phpMyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:10 +0000] "GET /phpMyAdmin_/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:11 +0000] "GET /phpMyAdmin/scripts/_setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:11 +0000] "GET /phpMyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:11 +0000] "GET /phpMyAdmin/scripts.setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:11 +0000] "GET /phpMyAdmin/scripts/Setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:12 +0000] "GET /PhpMyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:12 +0000] "GET /PHPMYADMIN/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:12 +0000] "GET /pma/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:12 +0000] "GET /PMA/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:14:33:13 +0000] "GET /scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
